"","Roger Federer","Pete Sampras","Ivan Lendl","Jimmy Connors","Novak Djokovic","John McEnroe","Rafael Nadal","Bjorn Borg","Andre Agassi","Lleyton Hewitt","Stefan Edberg","Jim Courier","Gustavo Kuerten","Andy Murray","Ilie Nastase","Mats Wilander","Andy Roddick","Boris Becker","Marat Safin","Juan Carlos Ferrero","John Newcombe","Yevgeny Kafelnikov","Thomas Muster","Marcelo Rios","Carlos Moya","Patrick Rafter"
"08/23/1973",NA,NA,NA,10,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"09/13/1973",NA,NA,NA,10,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"09/26/1973",NA,NA,NA,5,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"10/15/1973",NA,NA,NA,3,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"10/31/1973",NA,NA,NA,4,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"11/26/1973",NA,NA,NA,3,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"12/14/1973",NA,NA,NA,3,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"03/02/1974",NA,NA,NA,4,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"04/19/1974",NA,NA,NA,4,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"05/01/1974",NA,NA,NA,4,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"06/03/1974",NA,NA,NA,2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"07/29/1974",NA,NA,NA,1,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"08/09/1974",NA,NA,NA,1,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"09/04/1974",NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"09/27/1974",NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"11/06/1974",NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"12/20/1974",NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"01/17/1975",NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"03/05/1975",NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"04/08/1975",NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"04/30/1975",NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"06/02/1975",NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"06/26/1975",NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"12/15/1975",NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
"06/14/1976",NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"12/12/1976",NA,NA,NA,1,NA,264,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
"07/02/1977",NA,NA,NA,1,NA,71,NA,2,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,185,NA,NA,NA,NA,NA
"08/23/1977",NA,NA,NA,2,NA,30,NA,1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/30/1977",NA,NA,NA,1,NA,29,NA,2,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/31/1977",NA,NA,NA,1,NA,21,NA,3,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA
"01/16/1978",NA,NA,NA,1,NA,18,NA,3,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA
"07/12/1978",NA,NA,324,1,NA,19,NA,3,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
"12/31/1978",NA,NA,74,1,NA,4,NA,2,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA
"04/09/1979",NA,NA,NA,2,NA,3,NA,1,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA
"05/21/1979",NA,NA,48,1,NA,3,NA,2,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/09/1979",NA,NA,38,2,NA,3,NA,1,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/26/1979",NA,NA,21,2,NA,3,NA,1,NA,NA,NA,NA,NA,NA,49,480,NA,NA,NA,NA,226,NA,NA,NA,NA,NA
"03/03/1980",NA,NA,22,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/24/1980",NA,NA,20,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/11/1980",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/18/1980",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/22/1980",NA,NA,6,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,79,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/04/1981",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/06/1981",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/20/1981",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/03/1981",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/04/1982",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,NA,NA,NA,NA,NA
"01/11/1982",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/13/1982",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/01/1982",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/08/1982",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/15/1982",NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/13/1982",NA,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/03/1983",NA,NA,3,2,NA,1,NA,262,NA,NA,523,NA,NA,NA,118,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/31/1983",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/07/1983",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/14/1983",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/28/1983",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/21/1983",NA,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/18/1983",NA,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/02/1983",NA,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/16/1983",NA,NA,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/06/1983",NA,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/13/1983",NA,NA,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/20/1983",NA,NA,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/04/1983",NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/01/1983",NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/08/1983",NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/15/1983",NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/12/1983",NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/19/1983",NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/31/1983",NA,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/14/1983",NA,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/12/1983",NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/19/1983",NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/02/1984",NA,NA,2,3,NA,1,NA,281,NA,NA,53,NA,NA,NA,169,4,NA,563,NA,NA,NA,NA,NA,NA,NA,NA
"01/09/1984",NA,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/20/1984",NA,NA,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/12/1984",NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/26/1984",NA,NA,2,3,NA,1,NA,NA,NA,NA,17,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/09/1984",NA,NA,2,3,NA,1,NA,NA,NA,NA,18,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/16/1984",NA,NA,2,3,NA,1,NA,NA,NA,NA,17,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/30/1984",NA,NA,2,3,NA,1,NA,NA,NA,NA,19,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/14/1984",NA,NA,2,3,NA,1,NA,NA,NA,NA,21,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/11/1984",NA,NA,1,3,NA,2,NA,NA,NA,NA,24,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/18/1984",NA,NA,2,3,NA,1,NA,NA,NA,NA,25,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/25/1984",NA,NA,2,3,NA,1,NA,NA,NA,NA,25,NA,NA,NA,210,4,NA,176,NA,NA,NA,NA,744,NA,NA,NA
"07/09/1984",NA,NA,1,3,NA,2,NA,NA,NA,NA,25,NA,NA,NA,210,4,NA,137,NA,NA,NA,NA,743,NA,NA,NA
"07/16/1984",NA,NA,1,3,NA,2,NA,NA,NA,NA,23,NA,NA,NA,204,4,NA,135,NA,NA,NA,NA,735,NA,NA,NA
"07/23/1984",NA,NA,1,3,NA,2,NA,747,NA,NA,24,NA,NA,NA,207,4,NA,133,NA,NA,NA,NA,747,NA,NA,NA
"07/30/1984",NA,NA,1,3,NA,2,NA,742,NA,NA,24,NA,NA,NA,207,4,NA,137,NA,NA,NA,NA,522,NA,NA,NA
"08/06/1984",NA,NA,1,3,NA,2,NA,758,NA,NA,26,NA,NA,NA,210,4,NA,142,NA,NA,NA,NA,525,NA,NA,NA
"08/13/1984",NA,NA,2,3,NA,1,NA,764,NA,NA,26,NA,NA,NA,212,4,NA,145,NA,NA,NA,NA,531,NA,NA,NA
"08/20/1984",NA,NA,2,3,NA,1,NA,766,NA,NA,26,NA,NA,NA,211,4,NA,148,NA,NA,NA,NA,537,NA,NA,NA
"08/27/1984",NA,NA,2,3,NA,1,NA,768,NA,NA,22,NA,NA,NA,214,4,NA,149,NA,NA,NA,NA,541,NA,NA,NA
"09/10/1984",NA,NA,2,3,NA,1,NA,765,NA,NA,21,NA,NA,NA,206,4,NA,141,NA,NA,NA,NA,537,NA,NA,NA
"09/17/1984",NA,NA,2,3,NA,1,NA,748,NA,NA,21,NA,NA,NA,207,4,NA,144,NA,NA,NA,NA,531,NA,NA,NA
"09/24/1984",NA,NA,3,2,NA,1,NA,748,NA,NA,21,NA,NA,NA,203,4,NA,142,NA,NA,NA,NA,532,NA,NA,NA
"10/01/1984",NA,NA,3,2,NA,1,NA,748,NA,NA,21,NA,NA,NA,203,4,NA,141,NA,NA,NA,NA,530,NA,NA,NA
"10/08/1984",NA,NA,3,2,NA,1,NA,762,NA,NA,20,NA,NA,NA,207,4,NA,141,NA,NA,NA,NA,378,NA,NA,NA
"10/15/1984",NA,NA,2,3,NA,1,NA,755,NA,NA,19,NA,NA,NA,205,4,NA,138,NA,NA,NA,NA,376,NA,NA,NA
"10/22/1984",NA,NA,2,3,NA,1,NA,741,NA,NA,19,NA,NA,NA,206,4,NA,139,NA,NA,NA,NA,381,NA,NA,NA
"10/29/1984",NA,NA,3,2,NA,1,NA,739,NA,NA,19,NA,NA,NA,202,4,NA,128,NA,NA,NA,NA,306,NA,NA,NA
"11/06/1984",NA,NA,3,2,NA,1,NA,737,NA,NA,20,NA,NA,NA,201,4,NA,127,NA,NA,NA,NA,305,NA,NA,NA
"11/12/1984",NA,NA,2,3,NA,1,NA,731,NA,NA,21,NA,NA,NA,200,4,NA,110,NA,NA,NA,NA,304,NA,NA,NA
"11/19/1984",NA,NA,2,3,NA,1,NA,725,NA,NA,21,NA,NA,NA,195,4,NA,110,NA,NA,NA,NA,305,NA,NA,NA
"11/26/1984",NA,NA,2,3,NA,1,NA,726,NA,NA,22,NA,NA,NA,194,4,NA,108,NA,NA,NA,NA,301,NA,NA,NA
"12/10/1984",NA,NA,3,2,NA,1,NA,727,NA,NA,20,NA,NA,NA,198,4,NA,55,NA,NA,NA,NA,727,NA,NA,NA
"12/17/1984",NA,NA,3,2,NA,1,NA,745,NA,NA,20,NA,NA,NA,201,4,NA,66,NA,NA,NA,NA,311,NA,NA,NA
"12/24/1984",NA,NA,3,2,NA,1,NA,745,NA,NA,20,NA,NA,NA,202,4,NA,66,NA,NA,NA,NA,311,NA,NA,NA
"01/02/1985",NA,NA,3,2,NA,1,NA,741,NA,NA,20,NA,NA,NA,202,4,NA,65,NA,NA,NA,NA,309,NA,NA,NA
"01/14/1985",NA,NA,3,2,NA,1,NA,748,NA,NA,20,NA,NA,NA,203,4,NA,65,NA,NA,NA,NA,309,NA,NA,NA
"01/28/1985",NA,NA,3,2,NA,1,NA,738,NA,NA,19,NA,NA,NA,204,4,NA,62,NA,NA,NA,NA,293,NA,NA,NA
"02/04/1985",NA,NA,3,2,NA,1,NA,736,NA,NA,13,NA,NA,NA,203,4,NA,55,NA,NA,NA,NA,291,NA,NA,NA
"02/18/1985",NA,NA,2,3,NA,1,NA,736,NA,NA,9,NA,NA,NA,225,4,NA,56,NA,NA,NA,NA,290,NA,NA,NA
"02/25/1985",NA,NA,2,3,NA,1,NA,749,NA,NA,9,NA,NA,NA,231,4,NA,58,NA,NA,NA,NA,195,NA,NA,NA
"03/04/1985",NA,NA,2,3,NA,1,NA,753,NA,NA,10,NA,NA,NA,239,4,NA,64,NA,NA,NA,NA,204,NA,NA,NA
"03/18/1985",NA,NA,3,2,NA,1,NA,745,NA,NA,11,NA,NA,NA,289,4,NA,65,NA,NA,NA,NA,197,NA,NA,NA
"03/25/1985",NA,NA,3,2,NA,1,NA,754,NA,NA,18,NA,NA,NA,451,4,NA,51,NA,NA,NA,NA,201,NA,NA,NA
"04/01/1985",NA,NA,3,2,NA,1,NA,749,NA,NA,18,NA,NA,NA,452,4,NA,57,NA,NA,NA,NA,198,NA,NA,NA
"04/08/1985",NA,NA,2,3,NA,1,NA,753,NA,NA,17,NA,NA,NA,428,4,NA,60,NA,NA,NA,NA,204,NA,NA,NA
"04/15/1985",NA,NA,2,3,NA,1,NA,753,NA,NA,17,NA,NA,NA,431,4,NA,60,NA,NA,NA,NA,186,NA,NA,NA
"04/22/1985",NA,NA,2,3,NA,1,NA,751,NA,NA,16,NA,NA,NA,452,4,NA,60,NA,NA,NA,NA,187,NA,NA,NA
"04/29/1985",NA,NA,2,3,NA,1,NA,749,NA,NA,16,NA,NA,NA,475,4,NA,65,NA,NA,NA,NA,188,NA,NA,NA
"05/06/1985",NA,NA,2,3,NA,1,NA,768,NA,NA,18,NA,NA,NA,491,4,NA,50,NA,NA,NA,NA,182,NA,NA,NA
"05/13/1985",NA,NA,2,3,NA,1,NA,758,NA,NA,18,NA,NA,NA,486,4,NA,53,NA,NA,NA,NA,186,NA,NA,NA
"05/20/1985",NA,NA,2,3,NA,1,NA,754,NA,NA,18,NA,NA,NA,505,4,NA,31,NA,NA,NA,NA,186,NA,NA,NA
"05/27/1985",NA,NA,2,3,NA,1,NA,761,NA,NA,18,NA,NA,NA,512,4,NA,30,NA,NA,NA,NA,188,NA,NA,NA
"06/10/1985",NA,NA,2,3,NA,1,NA,774,NA,NA,14,NA,NA,NA,536,4,NA,29,NA,NA,NA,NA,181,NA,NA,NA
"06/17/1985",NA,NA,2,3,NA,1,NA,767,NA,NA,15,NA,NA,NA,531,4,NA,20,NA,NA,NA,NA,181,NA,NA,NA
"06/24/1985",NA,NA,2,3,NA,1,NA,766,NA,NA,14,NA,NA,NA,531,4,NA,20,NA,NA,NA,NA,174,NA,NA,NA
"07/08/1985",NA,NA,2,4,NA,1,NA,767,NA,NA,14,NA,NA,NA,534,3,NA,8,NA,NA,NA,NA,173,NA,NA,NA
"07/15/1985",NA,NA,2,4,NA,1,NA,755,636,NA,12,NA,NA,NA,632,3,NA,8,NA,NA,NA,NA,158,NA,NA,NA
"07/22/1985",NA,NA,2,4,NA,1,NA,NA,623,NA,11,NA,NA,NA,588,3,NA,10,NA,NA,NA,NA,136,NA,NA,NA
"07/29/1985",NA,NA,2,4,NA,1,NA,NA,623,NA,11,NA,NA,NA,583,3,NA,9,NA,NA,NA,NA,127,NA,NA,NA
"08/12/1985",NA,NA,2,4,NA,1,NA,NA,614,NA,11,NA,NA,NA,572,3,NA,9,NA,NA,NA,NA,126,NA,NA,NA
"08/19/1985",NA,NA,1,4,NA,2,NA,NA,630,NA,12,NA,NA,NA,589,3,NA,9,NA,NA,NA,NA,123,NA,NA,NA
"08/26/1985",NA,NA,2,4,NA,1,NA,NA,626,NA,12,NA,NA,NA,586,3,NA,7,NA,NA,NA,NA,121,NA,NA,NA
"09/09/1985",NA,NA,1,4,NA,2,NA,NA,620,NA,10,NA,NA,NA,580,3,NA,8,NA,NA,NA,NA,123,NA,NA,NA
"09/16/1985",NA,NA,1,4,NA,2,NA,NA,618,NA,9,NA,NA,NA,581,3,NA,8,NA,NA,NA,NA,101,NA,NA,NA
"09/23/1985",NA,NA,1,4,NA,2,NA,NA,618,NA,9,NA,NA,NA,584,3,NA,8,NA,NA,NA,NA,95,NA,NA,NA
"09/30/1985",NA,NA,1,4,NA,2,NA,NA,620,NA,9,NA,NA,NA,586,3,NA,7,NA,NA,NA,NA,99,NA,NA,NA
"10/14/1985",NA,NA,1,4,NA,2,NA,NA,617,NA,8,NA,NA,NA,407,3,NA,5,NA,NA,NA,NA,98,NA,NA,NA
"10/21/1985",NA,NA,1,4,NA,2,NA,NA,618,NA,6,NA,NA,NA,407,3,NA,5,NA,NA,NA,NA,99,NA,NA,NA
"10/28/1985",NA,NA,1,4,NA,2,NA,NA,617,NA,6,NA,NA,NA,408,3,NA,5,NA,NA,NA,NA,83,NA,NA,NA
"11/11/1985",NA,NA,1,4,NA,2,NA,NA,617,NA,6,NA,NA,NA,421,3,NA,5,NA,NA,NA,NA,97,NA,NA,NA
"11/18/1985",NA,NA,1,4,NA,2,NA,NA,617,NA,6,NA,NA,NA,424,3,NA,5,NA,NA,NA,NA,98,NA,NA,NA
"11/25/1985",NA,NA,1,4,NA,2,NA,NA,621,NA,6,NA,NA,NA,440,3,NA,5,NA,NA,NA,NA,99,NA,NA,NA
"12/09/1985",NA,NA,1,4,NA,2,NA,NA,616,NA,5,NA,NA,NA,436,3,NA,6,NA,NA,NA,NA,98,NA,NA,NA
"12/16/1985",NA,NA,1,4,NA,2,NA,NA,613,NA,5,NA,NA,NA,430,3,NA,6,NA,NA,NA,NA,99,NA,NA,NA
"12/23/1985",NA,NA,1,4,NA,2,NA,NA,613,NA,5,NA,NA,NA,428,3,NA,6,NA,NA,NA,NA,99,NA,NA,NA
"12/30/1985",NA,NA,1,4,NA,2,NA,NA,618,NA,5,NA,NA,NA,431,3,NA,6,NA,NA,NA,NA,98,NA,NA,NA
"01/20/1986",NA,NA,1,4,NA,2,NA,NA,615,NA,5,NA,NA,NA,431,3,NA,6,NA,NA,NA,NA,99,NA,NA,NA
"02/03/1986",NA,NA,1,4,NA,2,NA,NA,609,NA,6,NA,NA,NA,423,3,NA,5,NA,NA,NA,NA,97,NA,NA,NA
"02/10/1986",NA,NA,1,4,NA,2,NA,NA,616,NA,6,NA,NA,NA,428,3,NA,5,NA,NA,NA,NA,97,NA,NA,NA
"02/24/1986",NA,NA,1,4,NA,2,NA,NA,603,NA,6,NA,NA,NA,416,3,NA,5,NA,NA,NA,NA,114,NA,NA,NA
"03/03/1986",NA,NA,1,4,NA,2,NA,NA,405,NA,5,NA,NA,NA,421,3,NA,6,NA,NA,NA,NA,115,NA,NA,NA
"03/17/1986",NA,NA,1,4,NA,2,NA,NA,404,NA,6,NA,NA,NA,417,3,NA,5,NA,NA,NA,NA,105,NA,NA,NA
"03/24/1986",NA,NA,1,4,NA,2,NA,NA,406,NA,5,NA,NA,NA,419,3,NA,6,NA,NA,NA,NA,109,NA,NA,NA
"03/31/1986",NA,NA,1,4,NA,2,NA,NA,409,NA,6,NA,NA,NA,420,3,NA,5,NA,NA,NA,NA,110,NA,NA,NA
"04/07/1986",NA,NA,1,5,NA,2,NA,NA,405,NA,6,NA,NA,NA,421,3,NA,4,NA,NA,NA,NA,121,NA,NA,NA
"04/14/1986",NA,NA,1,5,NA,2,NA,NA,406,NA,6,NA,NA,NA,424,3,NA,4,NA,NA,NA,NA,125,NA,NA,NA
"04/21/1986",NA,NA,1,5,NA,2,NA,NA,403,NA,6,NA,NA,NA,423,3,NA,4,NA,NA,NA,NA,129,NA,NA,NA
"04/28/1986",NA,NA,1,5,NA,3,NA,NA,403,NA,6,NA,NA,NA,423,2,NA,4,NA,NA,NA,NA,119,NA,NA,NA
"05/05/1986",NA,NA,1,5,NA,3,NA,NA,295,NA,6,NA,NA,NA,422,2,NA,4,NA,NA,NA,NA,82,NA,NA,NA
"05/12/1986",NA,NA,1,6,NA,3,NA,NA,297,NA,7,NA,NA,NA,418,2,NA,5,NA,NA,NA,NA,81,NA,NA,NA
"05/19/1986",NA,NA,1,4,NA,3,NA,NA,294,NA,7,NA,NA,NA,417,2,NA,5,NA,NA,NA,NA,76,NA,NA,NA
"05/26/1986",NA,NA,1,4,NA,3,NA,NA,300,NA,7,NA,NA,NA,420,2,NA,5,NA,NA,NA,NA,73,NA,NA,NA
"06/09/1986",NA,NA,1,6,NA,4,NA,NA,300,NA,7,NA,NA,NA,420,2,NA,3,NA,NA,NA,NA,70,NA,NA,NA
"06/16/1986",NA,NA,1,3,NA,4,NA,NA,298,NA,7,NA,NA,NA,418,2,NA,6,NA,NA,NA,NA,71,NA,NA,NA
"06/23/1986",NA,NA,1,3,NA,4,NA,NA,297,NA,7,NA,NA,NA,413,2,NA,6,NA,NA,NA,NA,68,NA,NA,NA
"07/07/1986",NA,NA,1,5,NA,7,NA,NA,302,NA,6,NA,NA,NA,424,2,NA,4,NA,NA,NA,NA,64,NA,NA,NA
"07/14/1986",NA,NA,1,6,NA,7,NA,NA,310,NA,5,NA,NA,NA,419,2,NA,4,NA,NA,NA,NA,68,NA,NA,NA
